0 0 0 0 0 0 0 0 0.0200456 0.0215691 0.0182428 0.0160393 0.0127402 0.0160288 0.0119655 0.0125993 0.0335492 0.0382881 0.0212045 0.0177426 0.0128884 0.0174803 0.00989937 0.0105007 0.0187537 0.010895 0.0110414 0.0064016 0.0964214 0.053569 0.030256 0.0154097 0.0539027 0.0230298 0.00926564 0.00616981 0.129127 0.0823563 0.0129546 0.0071973 0.0284472 0.0235463 0.0155539 0.0114351 0.0195484 0.0211817 0.0120023 0.010751 
0 0 0 0 0 0 0 0 0.0215691 0.0200456 0.0160288 0.0127402 0.0160393 0.0182428 0.0125993 0.0119655 0.0235463 0.0284472 0.0211817 0.0195484 0.0114351 0.0155539 0.010751 0.0120023 0.0129546 0.0071973 0.00926564 0.00616981 0.129127 0.0823563 0.0539027 0.0230298 0.030256 0.0154097 0.0110414 0.0064016 0.0964214 0.053569 0.0187537 0.010895 0.0382881 0.0335492 0.0174803 0.0128884 0.0177426 0.0212045 0.0105007 0.00989937 
0 0 0 0 0 0 0 0 0.0173018 0.015212 0.0156078 0.011708 0.0190116 0.0204565 0.0173018 0.015212 0.0193703 0.0297349 0.0318187 0.0363132 0.00907303 0.0143682 0.0122236 0.0165786 0.0112551 0.00927684 0.0177863 0.010333 0.0331269 0.0405816 0.0914479 0.0508059 0.0297349 0.0193703 0.0143682 0.00907303 0.0363132 0.0318187 0.0165786 0.0122236 0.0914479 0.0508059 0.0177863 0.010333 0.0331269 0.0405816 0.0112551 0.00927684 
0 0 0 0 0 0 0 0 0.0171768 0.0136527 0.0132521 0.00953548 0.0231139 0.0214813 0.0171768 0.0136527 0.0145346 0.0206113 0.0252328 0.0304847 0.00841595 0.0125019 0.0122541 0.0166679 0.00543355 0.00495951 0.0138825 0.00771281 0.0142316 0.0219252 0.138375 0.0882551 0.0206113 0.0145346 0.0125019 0.00841595 0.0304847 0.0252328 0.0166679 0.0122541 0.138375 0.0882551 0.0138825 0.00771281 0.0142316 0.0219252 0.00543355 0.00495951 
0 0 0 0 0 0 0 0 0.0136527 0.0171768 0.0214813 0.0231139 0.00953548 0.0132521 0.0136527 0.0171768 0.0882551 0.138375 0.0219252 0.0142316 0.00771281 0.0138825 0.00495951 0.00543355 0.0166679 0.0122541 0.0125019 0.00841595 0.0304847 0.0252328 0.0206113 0.0145346 0.138375 0.0882551 0.0138825 0.00771281 0.0142316 0.0219252 0.00543355 0.00495951 0.0206113 0.0145346 0.0125019 0.00841595 0.0304847 0.0252328 0.0166679 0.0122541 
0 0 0 0 0 0 0 0 0.015212 0.0173018 0.0204565 0.0190116 0.011708 0.0156078 0.015212 0.0173018 0.0508059 0.0914479 0.0405816 0.0331269 0.010333 0.0177863 0.00927684 0.0112551 0.0165786 0.0122236 0.0143682 0.00907303 0.0363132 0.0318187 0.0297349 0.0193703 0.0914479 0.0508059 0.0177863 0.010333 0.0331269 0.0405816 0.0112551 0.00927684 0.0297349 0.0193703 0.0143682 0.00907303 0.0363132 0.0318187 0.0165786 0.0122236 
0 0 0 0 0 0 0 0 0.0119655 0.0125993 0.0182428 0.0160393 0.0127402 0.0160288 0.0200456 0.0215691 0.0230298 0.0539027 0.0823563 0.129127 0.00616981 0.00926564 0.0071973 0.0129546 0.0120023 0.010751 0.0155539 0.0114351 0.0195484 0.0211817 0.0284472 0.0235463 0.0382881 0.0335492 0.0174803 0.0128884 0.0177426 0.0212045 0.0105007 0.00989937 0.030256 0.0154097 0.0110414 0.0064016 0.0964214 0.053569 0.0187537 0.010895 
0 0 0 0 0 0 0 0 0.0125993 0.0119655 0.0160288 0.0127402 0.0160393 0.0182428 0.0215691 0.0200456 0.0154097 0.030256 0.053569 0.0964214 0.0064016 0.0110414 0.010895 0.0187537 0.0105007 0.00989937 0.0174803 0.0128884 0.0177426 0.0212045 0.0382881 0.0335492 0.0284472 0.0235463 0.0155539 0.0114351 0.0195484 0.0211817 0.0120023 0.010751 0.0539027 0.0230298 0.00926564 0.00616981 0.129127 0.0823563 0.0129546 0.0071973 
0.0201646 0.0216972 0.0183511 0.0161346 0.0128159 0.016124 0.0120365 0.0126741 0 0 0 0 0 0 0 0 0.0152374 0.0119114 0.0136332 0.00928467 0.027384 0.0249182 0.0237629 0.0172143 0.062807 0.149965 0.0430794 0.0315383 0.00748094 0.0128219 0.00593304 0.00759093 0.00796076 0.00862392 0.026144 0.0193479 0.0115231 0.0182893 0.064494 0.0863749 0.0124115 0.0181388 0.0313697 0.0408947 0.00797894 0.0126799 0.0153169 0.0238906 
0.0216972 0.0201646 0.016124 0.0128159 0.0161346 0.0183511 0.0126741 0.0120365 0 0 0 0 0 0 0 0 0.0181388 0.0124115 0.0126799 0.00797894 0.0408947 0.0313697 0.0238906 0.0153169 0.064494 0.0863749 0.026144 0.0193479 0.0115231 0.0182893 0.00796076 0.00862392 0.00593304 0.00759093 0.0430794 0.0315383 0.00748094 0.0128219 0.062807 0.149965 0.0119114 0.0152374 0.0249182 0.027384 0.00928467 0.0136332 0.0172143 0.0237629 
